order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
46449,3816,2023-06-15,392,7,502.39,3516.73,Completed,2023-06-18
46450,8204,2024-06-01,197,5,853.24,4266.20,Completed,2024-06-03
46451,3380,2024-07-07,113,5,854.90,4274.50,Completed,2024-07-08
46452,686,2024-02-13,488,9,556.55,5008.95,Completed,2024-02-17
46453,2017,2023-03-03,129,9,85.23,767.07,Completed,2023-03-03
46454,525,2024-12-20,377,5,102.48,512.40,Completed,2024-12-23
46455,4082,2024-10-24,22,1,99.99,99.99,Completed,2024-10-30
46456,3255,2024-02-18,319,10,714.28,7142.80,Completed,2024-02-18
46457,3550,2023-11-26,82,9,201.19,1810.71,Pending,
46458,1416,2024-11-26,421,2,955.05,1910.10,Completed,2024-11-27
46459,7964,2024-10-30,490,4,471.33,1885.32,Pending,
46460,6984,2024-07-01,41,9,490.55,4414.95,Completed,2024-07-03
46461,2360,2024-11-06,387,10,519.82,5198.20,Pending,
46462,8987,2024-01-06,254,3,380.55,1141.65,Completed,2024-01-08
46463,3655,2023-12-30,232,5,939.65,4698.25,Pending,
46464,6793,2024-07-11,196,4,783.70,3134.80,Completed,2024-07-18
46465,7177,2024-11-18,190,9,576.07,5184.63,Completed,2024-11-23
46466,8846,2024-06-24,206,3,670.16,2010.48,Cancelled,
46467,1379,2023-02-22,217,2,43.02,86.04,Pending,
46468,4804,2023-10-20,227,5,229.14,1145.70,Pending,
46469,8459,2024-07-11,118,8,666.36,5330.88,Pending,
46470,845,2024-10-07,232,7,939.65,6577.55,Pending,
46471,6054,2023-08-24,349,8,89.26,714.08,Completed,2023-08-29
46472,547,2023-11-17,309,1,512.60,512.60,Cancelled,
46473,1165,2024-12-21,119,8,189.90,1519.20,Completed,2024-12-27
46474,2616,2023-06-26,480,1,968.10,968.10,Completed,2023-07-01
46475,4636,2024-05-15,145,1,459.20,459.20,Completed,2024-05-22
46476,2100,2023-09-01,278,2,579.99,1159.98,Completed,2023-09-01
46477,524,2024-02-29,371,3,645.91,1937.73,Completed,2024-03-02
46478,6804,2023-07-09,48,6,999.28,5995.68,Pending,
46479,7879,2023-12-29,330,7,838.31,5868.17,Completed,2024-01-03
46480,9888,2024-10-17,240,8,987.64,7901.12,Completed,2024-10-19
46481,8965,2023-08-05,81,5,822.32,4111.60,Completed,2023-08-11
46482,2160,2024-09-22,266,9,222.97,2006.73,Completed,2024-09-22
46483,4860,2024-09-16,240,3,987.64,2962.92,Completed,2024-09-22
46484,63,2023-06-18,390,4,815.33,3261.32,Completed,2023-06-20
46485,8790,2023-01-13,182,4,466.82,1867.28,Completed,2023-01-19
46486,5858,2023-09-05,150,2,700.43,1400.86,Cancelled,
46487,5039,2024-04-19,377,10,102.48,1024.80,Completed,2024-04-24
46488,959,2023-06-24,64,7,306.37,2144.59,Completed,2023-06-24
46489,9384,2023-11-23,364,10,712.44,7124.40,Completed,2023-11-25
46490,7154,2024-09-24,173,8,336.50,2692.00,Completed,2024-09-25
46491,4078,2023-12-25,441,1,243.16,243.16,Completed,2024-01-01
46492,2145,2023-01-17,262,3,831.16,2493.48,Pending,
46493,7231,2023-12-25,266,8,222.97,1783.76,Pending,
46494,701,2024-07-16,60,4,19.21,76.84,Completed,2024-07-20
46495,9120,2024-10-09,151,6,578.31,3469.86,Completed,2024-10-14
46496,6979,2024-01-02,432,10,997.19,9971.90,Completed,2024-01-02
46497,4234,2024-03-11,359,9,35.64,320.76,Completed,2024-03-13
46498,8475,2024-12-02,53,10,303.73,3037.30,Completed,2024-12-09
46499,9523,2024-01-19,398,8,82.79,662.32,Pending,
46500,3729,2023-08-27,362,3,144.36,433.08,Completed,2023-09-02
46501,9195,2023-10-04,214,1,610.98,610.98,Pending,
46502,6872,2024-02-26,178,5,762.38,3811.90,Completed,2024-03-04
46503,9765,2023-02-08,89,3,79.26,237.78,Completed,2023-02-14
46504,6015,2024-02-17,97,3,676.06,2028.18,Completed,2024-02-21
46505,9375,2023-01-09,191,5,747.25,3736.25,Completed,2023-01-11
46506,6022,2023-09-10,480,1,968.10,968.10,Cancelled,
46507,4006,2024-03-16,224,4,132.34,529.36,Cancelled,
46508,7352,2023-06-19,455,1,563.20,563.20,Completed,2023-06-25
46509,8438,2023-09-27,183,1,513.77,513.77,Completed,2023-10-01
46510,188,2023-09-10,495,4,658.05,2632.20,Completed,2023-09-17
46511,457,2023-06-28,274,10,296.54,2965.40,Completed,2023-07-04
46512,1192,2023-03-01,356,10,949.96,9499.60,Completed,2023-03-08
46513,125,2023-02-20,75,10,885.28,8852.80,Completed,2023-02-24
46514,9850,2023-04-22,465,6,825.12,4950.72,Completed,2023-04-26
46515,7988,2024-02-22,477,9,414.17,3727.53,Cancelled,
46516,8121,2023-10-17,96,5,662.25,3311.25,Pending,
46517,4122,2024-08-14,145,9,459.20,4132.80,Completed,2024-08-14
46518,6628,2023-03-04,237,9,251.12,2260.08,Pending,
46519,17,2024-12-06,106,5,754.25,3771.25,Pending,
46520,8048,2023-03-18,179,2,443.72,887.44,Completed,2023-03-20
46521,8123,2023-07-13,388,4,274.79,1099.16,Completed,2023-07-18
46522,7646,2023-10-14,279,10,410.97,4109.70,Pending,
46523,9419,2024-10-31,123,10,783.41,7834.10,Pending,
46524,3070,2023-01-20,284,5,201.95,1009.75,Completed,2023-01-25
46525,3766,2023-04-14,128,8,580.03,4640.24,Pending,
46526,9681,2023-12-31,333,4,671.52,2686.08,Pending,
46527,9766,2023-11-13,125,1,478.82,478.82,Completed,2023-11-14
46528,7144,2023-10-09,169,5,823.20,4116.00,Pending,
46529,6535,2024-01-16,378,1,628.22,628.22,Cancelled,
46530,6992,2024-03-08,117,10,980.90,9809.00,Completed,2024-03-12
46531,7118,2024-03-17,234,1,373.65,373.65,Pending,
46532,6199,2024-05-13,377,7,102.48,717.36,Completed,2024-05-20
46533,8784,2024-03-27,351,10,51.92,519.20,Completed,2024-03-29
46534,5220,2023-12-14,91,2,670.21,1340.42,Completed,2023-12-14
46535,8462,2023-04-03,238,2,215.08,430.16,Completed,2023-04-04
46536,810,2024-02-03,183,5,513.77,2568.85,Completed,2024-02-05
46537,186,2023-09-06,56,4,409.73,1638.92,Completed,2023-09-09
46538,7515,2023-08-30,223,8,372.11,2976.88,Pending,
46539,5814,2024-12-02,211,1,992.76,992.76,Completed,2024-12-06
46540,9895,2023-10-27,170,10,654.98,6549.80,Completed,2023-10-29
46541,4222,2023-09-20,20,9,543.58,4892.22,Pending,
46542,4163,2023-03-25,383,8,806.63,6453.04,Pending,
46543,6145,2024-04-28,159,9,90.37,813.33,Completed,2024-04-28
46544,3516,2023-12-16,211,1,992.76,992.76,Completed,2023-12-21
46545,2622,2023-08-16,111,3,834.55,2503.65,Completed,2023-08-17
46546,4058,2024-08-19,154,4,813.02,3252.08,Completed,2024-08-19
46547,6400,2024-08-23,12,4,867.81,3471.24,Completed,2024-08-23
46548,2331,2024-01-18,277,2,441.85,883.70,Completed,2024-01-20
46549,7656,2024-12-08,399,3,683.58,2050.74,Completed,2024-12-14
46550,652,2024-03-27,46,7,454.12,3178.84,Completed,2024-04-03
46551,3838,2023-07-08,81,5,822.32,4111.60,Completed,2023-07-12
46552,6471,2024-02-27,41,8,490.55,3924.40,Completed,2024-03-04
46553,924,2024-05-23,463,8,730.57,5844.56,Completed,2024-05-27
46554,3225,2023-03-19,197,1,853.24,853.24,Pending,
46555,7575,2023-08-29,157,9,990.12,8911.08,Completed,2023-08-30
46556,2814,2023-09-30,372,1,643.39,643.39,Completed,2023-10-07
46557,2883,2023-06-23,269,8,279.37,2234.96,Completed,2023-06-23
46558,6260,2024-11-16,7,9,111.18,1000.62,Completed,2024-11-20
46559,2770,2023-06-23,449,7,874.39,6120.73,Completed,2023-06-29
46560,5393,2024-04-21,384,10,691.72,6917.20,Completed,2024-04-28
46561,849,2024-09-13,189,10,383.43,3834.30,Pending,
46562,5531,2024-05-30,220,2,264.39,528.78,Completed,2024-06-02
46563,3931,2024-11-08,430,2,908.85,1817.70,Completed,2024-11-13
46564,9078,2024-07-15,221,4,749.08,2996.32,Cancelled,
46565,897,2023-06-16,231,8,886.55,7092.40,Pending,
46566,7881,2023-12-14,109,2,238.94,477.88,Completed,2023-12-14
46567,2190,2023-11-28,235,8,283.11,2264.88,Pending,
46568,2180,2023-12-13,230,9,144.30,1298.70,Completed,2023-12-16
46569,2363,2024-03-16,351,8,51.92,415.36,Completed,2024-03-16
46570,5567,2024-10-05,43,3,360.74,1082.22,Pending,
46571,7914,2024-04-20,198,6,630.52,3783.12,Completed,2024-04-21
46572,8871,2023-03-17,339,6,469.97,2819.82,Completed,2023-03-23
46573,5218,2024-08-22,339,4,469.97,1879.88,Completed,2024-08-27
46574,9076,2024-06-23,179,4,443.72,1774.88,Completed,2024-06-29
46575,5257,2023-05-17,34,7,480.52,3363.64,Pending,
46576,6025,2024-01-04,321,2,100.79,201.58,Cancelled,
46577,8950,2024-12-20,237,10,251.12,2511.20,Completed,2024-12-25
46578,6902,2023-11-06,446,8,226.93,1815.44,Pending,
46579,2458,2024-06-22,467,9,425.04,3825.36,Completed,2024-06-28
46580,924,2024-11-09,327,9,28.80,259.20,Cancelled,
46581,3952,2024-10-17,92,3,199.91,599.73,Completed,2024-10-24
46582,9277,2024-07-15,123,3,783.41,2350.23,Completed,2024-07-19
46583,9199,2023-03-29,444,4,689.20,2756.80,Completed,2023-04-01
46584,5936,2024-01-31,233,3,450.24,1350.72,Completed,2024-02-01
46585,9558,2024-08-30,309,8,512.60,4100.80,Completed,2024-09-01
46586,9019,2024-10-15,176,6,826.67,4960.02,Completed,2024-10-21
46587,3388,2024-11-25,137,9,574.14,5167.26,Completed,2024-11-29
46588,6895,2024-10-11,56,6,409.73,2458.38,Completed,2024-10-11
46589,3462,2024-09-05,174,3,815.42,2446.26,Completed,2024-09-10
46590,4789,2023-10-05,167,9,602.05,5418.45,Completed,2023-10-08
46591,9766,2023-07-12,292,10,833.37,8333.70,Pending,
46592,4902,2023-11-16,284,6,201.95,1211.70,Pending,
46593,8700,2024-05-22,4,5,36.26,181.30,Completed,2024-05-28
46594,9044,2024-01-19,482,8,848.65,6789.20,Completed,2024-01-20
46595,2670,2023-05-18,52,6,957.73,5746.38,Completed,2023-05-18
46596,5432,2024-04-16,164,8,80.69,645.52,Completed,2024-04-22
46597,8730,2024-10-09,227,2,229.14,458.28,Completed,2024-10-10
46598,4014,2024-10-28,128,7,580.03,4060.21,Completed,2024-10-30
46599,4400,2023-10-01,50,8,903.41,7227.28,Completed,2023-10-07
46600,9602,2023-01-03,220,9,264.39,2379.51,Completed,2023-01-07
46601,6647,2024-04-14,263,5,764.78,3823.90,Completed,2024-04-19
46602,9347,2024-03-24,224,4,132.34,529.36,Completed,2024-03-28
46603,7682,2024-06-28,157,9,990.12,8911.08,Completed,2024-06-29
46604,8755,2024-12-24,74,7,217.97,1525.79,Completed,2024-12-28
46605,8047,2024-11-05,342,8,520.22,4161.76,Completed,2024-11-06
46606,6568,2023-09-09,375,10,895.97,8959.70,Completed,2023-09-15
46607,2708,2024-03-24,350,6,720.48,4322.88,Completed,2024-03-31
46608,353,2024-08-03,35,4,428.90,1715.60,Completed,2024-08-06
46609,2807,2023-01-08,276,9,835.01,7515.09,Cancelled,
46610,2417,2023-06-29,241,8,867.77,6942.16,Completed,2023-07-02
46611,2319,2023-09-03,195,4,415.87,1663.48,Completed,2023-09-08
46612,4506,2024-03-02,76,9,865.95,7793.55,Pending,
46613,3519,2023-09-19,164,8,80.69,645.52,Completed,2023-09-21
46614,4666,2024-11-15,372,1,643.39,643.39,Completed,2024-11-22
46615,2403,2023-12-05,57,6,49.33,295.98,Completed,2023-12-08
46616,1644,2024-02-27,397,10,60.64,606.40,Pending,
46617,5033,2023-01-23,386,4,736.85,2947.40,Completed,2023-01-23
46618,5627,2023-03-30,387,3,519.82,1559.46,Completed,2023-04-05
46619,8820,2024-10-21,134,10,710.23,7102.30,Completed,2024-10-26
46620,1201,2023-04-10,329,7,130.62,914.34,Pending,
46621,8537,2024-11-13,129,9,85.23,767.07,Completed,2024-11-13
46622,311,2024-04-28,228,7,309.16,2164.12,Cancelled,
46623,8695,2024-07-18,108,1,242.14,242.14,Completed,2024-07-18
46624,9285,2024-03-19,303,5,701.49,3507.45,Completed,2024-03-23
46625,3678,2024-08-13,429,8,758.34,6066.72,Pending,
46626,6499,2023-11-25,405,4,512.23,2048.92,Completed,2023-12-02
46627,9932,2024-09-23,439,6,520.12,3120.72,Pending,
46628,4209,2024-02-20,127,2,965.06,1930.12,Completed,2024-02-22
46629,8713,2024-04-25,114,5,801.86,4009.30,Completed,2024-04-28
46630,9354,2023-03-05,132,4,78.26,313.04,Cancelled,
46631,5976,2024-01-12,115,7,441.47,3090.29,Completed,2024-01-13
46632,7758,2024-09-04,273,9,308.40,2775.60,Completed,2024-09-11
46633,5651,2024-02-01,244,4,780.23,3120.92,Cancelled,
46634,9053,2023-06-25,354,2,151.34,302.68,Completed,2023-06-29
46635,7716,2024-10-20,387,8,519.82,4158.56,Completed,2024-10-24
46636,2730,2024-01-10,95,2,447.73,895.46,Cancelled,
46637,6846,2024-10-05,25,9,862.16,7759.44,Completed,2024-10-08
46638,873,2023-10-25,53,1,303.73,303.73,Completed,2023-10-28
46639,562,2023-08-13,232,5,939.65,4698.25,Completed,2023-08-13
46640,5075,2024-07-20,70,7,556.15,3893.05,Cancelled,
46641,199,2023-03-15,67,7,854.37,5980.59,Pending,
46642,2509,2024-06-10,448,10,803.97,8039.70,Completed,2024-06-16
46643,7900,2024-12-18,134,10,710.23,7102.30,Completed,2024-12-19
46644,8262,2024-04-23,319,4,714.28,2857.12,Completed,2024-04-25
46645,1504,2024-07-31,410,4,587.68,2350.72,Completed,2024-08-06
46646,8237,2024-12-27,299,4,61.83,247.32,Completed,2024-12-29
46647,2528,2024-10-01,360,6,126.57,759.42,Pending,
46648,4977,2023-11-30,74,6,217.97,1307.82,Pending,
46649,4983,2024-12-16,59,6,139.56,837.36,Completed,2024-12-16
46650,4153,2024-05-22,477,3,414.17,1242.51,Completed,2024-05-29
46651,259,2023-09-05,192,8,794.46,6355.68,Cancelled,
46652,1339,2023-08-14,240,8,987.64,7901.12,Completed,2023-08-16
46653,9470,2023-05-02,341,9,209.57,1886.13,Pending,
46654,4340,2023-12-15,167,4,602.05,2408.20,Completed,2023-12-20
46655,8953,2023-10-04,478,6,478.77,2872.62,Pending,
46656,3968,2024-08-08,477,7,414.17,2899.19,Completed,2024-08-11
46657,5722,2023-08-03,390,3,815.33,2445.99,Cancelled,
46658,9455,2023-08-17,220,7,264.39,1850.73,Pending,
46659,1063,2023-08-15,353,9,641.13,5770.17,Completed,2023-08-20
46660,4132,2024-01-25,422,7,955.75,6690.25,Completed,2024-01-31
46661,8884,2023-04-15,321,10,100.79,1007.90,Pending,
46662,1179,2023-04-30,332,4,618.65,2474.60,Completed,2023-05-07
46663,43,2024-10-29,162,9,241.08,2169.72,Completed,2024-11-03
46664,3548,2023-12-26,237,7,251.12,1757.84,Completed,2024-01-01
46665,1242,2023-07-25,91,9,670.21,6031.89,Completed,2023-08-01
46666,4961,2023-10-31,286,4,181.75,727.00,Completed,2023-10-31
46667,1222,2023-10-14,441,2,243.16,486.32,Cancelled,
46668,5139,2023-07-18,373,1,911.60,911.60,Completed,2023-07-24
46669,4613,2024-02-27,381,5,422.41,2112.05,Cancelled,
46670,6254,2024-02-11,326,5,761.24,3806.20,Pending,
46671,513,2023-03-18,105,7,451.44,3160.08,Completed,2023-03-18
46672,3548,2024-06-06,122,6,61.55,369.30,Pending,
46673,405,2023-01-07,68,4,101.37,405.48,Completed,2023-01-07
46674,6201,2024-06-24,324,5,325.49,1627.45,Completed,2024-06-28
46675,9125,2023-09-01,142,4,453.68,1814.72,Pending,
46676,7326,2023-09-15,100,2,251.53,503.06,Completed,2023-09-15
46677,8079,2023-10-14,224,6,132.34,794.04,Pending,
46678,7416,2024-11-19,263,2,764.78,1529.56,Completed,2024-11-24
46679,5382,2024-12-09,366,6,513.66,3081.96,Completed,2024-12-16
46680,4771,2024-08-24,338,2,358.77,717.54,Completed,2024-08-28
46681,2690,2023-02-22,8,7,607.68,4253.76,Completed,2023-02-24
46682,269,2023-08-28,43,6,360.74,2164.44,Cancelled,
46683,3029,2023-08-20,64,9,306.37,2757.33,Completed,2023-08-23
46684,7765,2024-08-30,41,9,490.55,4414.95,Completed,2024-09-02
46685,194,2023-11-26,315,7,374.15,2619.05,Completed,2023-11-30
46686,3193,2024-05-22,195,6,415.87,2495.22,Completed,2024-05-22
46687,9748,2024-12-15,230,3,144.30,432.90,Completed,2024-12-15
46688,9769,2024-12-04,55,9,89.30,803.70,Completed,2024-12-11
46689,4949,2023-04-23,217,3,43.02,129.06,Pending,
46690,958,2023-07-31,230,10,144.30,1443.00,Pending,
46691,5826,2024-12-09,307,10,951.65,9516.50,Pending,
46692,1091,2023-03-16,4,6,36.26,217.56,Completed,2023-03-18
46693,5517,2023-08-17,462,10,127.44,1274.40,Completed,2023-08-23
46694,7486,2024-05-06,70,9,556.15,5005.35,Pending,
46695,2302,2023-12-29,317,8,818.71,6549.68,Completed,2023-12-30
46696,9294,2024-10-17,200,6,439.62,2637.72,Completed,2024-10-17
46697,3480,2024-01-17,381,3,422.41,1267.23,Completed,2024-01-20
46698,5142,2023-07-07,419,5,355.31,1776.55,Completed,2023-07-09
46699,4347,2023-01-03,197,6,853.24,5119.44,Pending,
46700,3619,2023-03-02,252,9,889.20,8002.80,Completed,2023-03-03
46701,4794,2023-07-22,426,7,419.16,2934.12,Completed,2023-07-24
46702,2445,2023-09-25,426,6,419.16,2514.96,Completed,2023-10-01
46703,726,2024-10-25,325,2,146.21,292.42,Cancelled,
46704,6250,2023-10-07,22,4,99.99,399.96,Pending,
46705,8708,2023-03-12,257,3,416.69,1250.07,Completed,2023-03-13
46706,46,2023-01-16,17,10,806.99,8069.90,Completed,2023-01-18
46707,3623,2023-09-14,104,2,616.52,1233.04,Completed,2023-09-19
46708,4873,2024-04-08,266,6,222.97,1337.82,Completed,2024-04-08
46709,5973,2024-05-15,495,9,658.05,5922.45,Completed,2024-05-22
46710,4975,2023-12-22,44,2,984.31,1968.62,Completed,2023-12-24
46711,4317,2023-06-13,7,1,111.18,111.18,Completed,2023-06-17
46712,7762,2023-02-10,195,5,415.87,2079.35,Completed,2023-02-15
46713,5293,2024-06-15,206,1,670.16,670.16,Pending,
46714,7060,2023-02-11,134,4,710.23,2840.92,Cancelled,
46715,4010,2024-10-08,393,5,967.01,4835.05,Cancelled,
46716,73,2023-05-04,99,6,887.27,5323.62,Cancelled,
46717,3640,2023-06-15,461,1,685.89,685.89,Completed,2023-06-21
46718,6351,2023-11-24,437,3,23.93,71.79,Cancelled,
46719,6265,2023-02-11,362,2,144.36,288.72,Completed,2023-02-18
46720,7571,2024-12-26,469,1,706.24,706.24,Pending,
46721,2427,2024-03-14,64,9,306.37,2757.33,Completed,2024-03-21
46722,5417,2023-05-04,355,10,76.55,765.50,Cancelled,
46723,1948,2024-12-25,296,8,509.49,4075.92,Pending,
46724,4704,2023-05-21,232,8,939.65,7517.20,Completed,2023-05-28
46725,6249,2023-07-01,166,7,702.73,4919.11,Pending,
46726,846,2024-04-25,320,8,765.48,6123.84,Cancelled,
46727,2822,2024-10-31,425,2,673.13,1346.26,Completed,2024-11-05
46728,3636,2023-06-09,139,8,346.93,2775.44,Cancelled,
46729,4205,2024-11-17,59,2,139.56,279.12,Completed,2024-11-17
46730,63,2024-01-07,327,9,28.80,259.20,Completed,2024-01-13
46731,3445,2024-08-08,235,3,283.11,849.33,Completed,2024-08-09
46732,6302,2023-03-21,248,7,328.88,2302.16,Completed,2023-03-22
46733,3217,2024-02-07,307,6,951.65,5709.90,Completed,2024-02-10
46734,7497,2023-12-11,84,6,124.18,745.08,Pending,
46735,4677,2024-04-06,474,6,70.34,422.04,Pending,
46736,6288,2023-04-23,355,2,76.55,153.10,Completed,2023-04-23
46737,1853,2024-05-10,79,2,789.49,1578.98,Completed,2024-05-15
46738,4194,2024-08-21,143,6,694.86,4169.16,Completed,2024-08-24
46739,7318,2023-07-10,460,3,454.04,1362.12,Completed,2023-07-16
46740,5373,2024-03-19,162,5,241.08,1205.40,Completed,2024-03-25
46741,7655,2024-01-23,177,7,195.70,1369.90,Completed,2024-01-25
46742,7203,2024-06-10,369,10,75.08,750.80,Completed,2024-06-13
46743,6281,2023-04-20,482,4,848.65,3394.60,Completed,2023-04-24
46744,568,2023-12-15,396,7,730.22,5111.54,Pending,
46745,108,2024-09-07,157,8,990.12,7920.96,Completed,2024-09-13
46746,3065,2024-09-26,109,2,238.94,477.88,Completed,2024-10-03
46747,9249,2023-07-08,438,10,759.70,7597.00,Pending,
46748,2761,2024-07-03,495,3,658.05,1974.15,Completed,2024-07-07
46749,306,2023-06-07,349,10,89.26,892.60,Pending,
46750,1912,2024-01-07,500,4,418.26,1673.04,Completed,2024-01-14
46751,838,2024-10-04,384,9,691.72,6225.48,Completed,2024-10-06
46752,2752,2023-01-29,177,1,195.70,195.70,Completed,2023-02-01
46753,2050,2024-03-18,111,3,834.55,2503.65,Completed,2024-03-18
46754,7573,2023-07-14,54,7,66.58,466.06,Completed,2023-07-16
46755,2639,2023-02-21,226,9,476.75,4290.75,Completed,2023-02-22
46756,312,2023-05-20,382,10,550.11,5501.10,Completed,2023-05-21
46757,6884,2024-09-03,481,4,262.44,1049.76,Cancelled,
46758,8199,2023-05-19,146,8,322.38,2579.04,Completed,2023-05-21
46759,4451,2023-12-13,476,1,674.62,674.62,Completed,2023-12-19
46760,4037,2024-11-03,122,8,61.55,492.40,Completed,2024-11-04
46761,7144,2024-04-29,302,3,586.90,1760.70,Cancelled,
46762,6092,2023-07-16,83,1,357.62,357.62,Completed,2023-07-22
46763,4876,2023-06-15,154,6,813.02,4878.12,Cancelled,
46764,8185,2024-09-11,248,10,328.88,3288.80,Pending,
46765,1788,2023-12-03,386,5,736.85,3684.25,Pending,
46766,7699,2023-07-21,215,5,680.98,3404.90,Completed,2023-07-24
46767,8953,2024-01-15,435,3,852.54,2557.62,Pending,
46768,3984,2024-08-08,75,7,885.28,6196.96,Completed,2024-08-14
46769,2123,2023-06-16,353,6,641.13,3846.78,Completed,2023-06-20
46770,1833,2024-01-21,149,3,538.78,1616.34,Completed,2024-01-21
46771,5737,2023-12-13,221,7,749.08,5243.56,Pending,
46772,6176,2023-06-23,174,1,815.42,815.42,Completed,2023-06-30
46773,9081,2023-06-18,228,1,309.16,309.16,Completed,2023-06-23
46774,4968,2023-02-03,196,4,783.70,3134.80,Completed,2023-02-09
46775,757,2023-02-10,294,10,655.31,6553.10,Completed,2023-02-12
46776,6289,2024-07-28,262,4,831.16,3324.64,Completed,2024-07-28
46777,8555,2024-07-27,49,10,174.64,1746.40,Completed,2024-07-29
46778,3236,2023-04-04,386,10,736.85,7368.50,Completed,2023-04-08
46779,6261,2024-08-23,439,6,520.12,3120.72,Completed,2024-08-25
46780,2543,2023-10-25,229,9,311.31,2801.79,Completed,2023-10-26
46781,7624,2024-07-13,395,10,18.09,180.90,Completed,2024-07-17
46782,8095,2024-06-11,284,6,201.95,1211.70,Cancelled,
46783,8165,2024-07-22,318,3,61.65,184.95,Completed,2024-07-23
46784,6832,2023-06-29,240,4,987.64,3950.56,Pending,
46785,6496,2023-08-09,496,8,966.83,7734.64,Cancelled,
46786,618,2023-12-11,479,7,152.90,1070.30,Completed,2023-12-18
46787,3611,2024-02-23,271,9,119.77,1077.93,Completed,2024-02-26
46788,6628,2023-02-14,319,6,714.28,4285.68,Completed,2023-02-15
46789,8046,2024-08-17,40,9,861.03,7749.27,Completed,2024-08-23
46790,5198,2024-06-21,117,4,980.90,3923.60,Cancelled,
46791,3579,2023-10-19,253,2,732.31,1464.62,Completed,2023-10-19
46792,6856,2024-12-03,452,10,855.93,8559.30,Cancelled,
46793,8709,2024-05-22,288,9,646.55,5818.95,Completed,2024-05-27
46794,4669,2023-12-09,98,6,55.74,334.44,Pending,
46795,8352,2023-04-22,245,5,229.32,1146.60,Pending,
46796,8351,2023-12-14,301,10,964.76,9647.60,Completed,2023-12-15
46797,5939,2023-12-23,359,5,35.64,178.20,Completed,2023-12-30
46798,7213,2023-03-14,276,5,835.01,4175.05,Cancelled,
46799,8727,2023-02-26,286,8,181.75,1454.00,Cancelled,
46800,9238,2023-10-01,452,8,855.93,6847.44,Completed,2023-10-05
46801,5995,2023-07-19,166,6,702.73,4216.38,Cancelled,
46802,4949,2023-09-21,377,8,102.48,819.84,Completed,2023-09-23
46803,6364,2023-12-20,227,6,229.14,1374.84,Completed,2023-12-24
46804,2330,2023-05-23,420,2,577.73,1155.46,Completed,2023-05-30
46805,8505,2024-02-28,212,1,570.26,570.26,Completed,2024-03-04
46806,279,2023-06-09,226,6,476.75,2860.50,Completed,2023-06-13
46807,9230,2023-01-01,191,2,747.25,1494.50,Completed,2023-01-03
46808,7299,2024-01-20,81,6,822.32,4933.92,Completed,2024-01-26
46809,5692,2023-04-12,27,10,440.41,4404.10,Pending,
46810,3028,2023-11-22,73,4,51.40,205.60,Completed,2023-11-28
46811,3721,2024-12-21,256,10,813.64,8136.40,Completed,2024-12-24
46812,6129,2023-08-31,308,10,999.97,9999.70,Completed,2023-09-05
46813,9519,2024-02-18,3,6,41.45,248.70,Pending,
46814,6029,2023-07-21,481,3,262.44,787.32,Completed,2023-07-23
46815,763,2024-09-04,498,2,493.42,986.84,Completed,2024-09-10
46816,6107,2023-10-05,56,10,409.73,4097.30,Completed,2023-10-11
46817,8324,2024-10-30,279,6,410.97,2465.82,Completed,2024-11-01
46818,3491,2024-10-17,497,1,735.43,735.43,Pending,
46819,4816,2024-10-06,147,1,741.21,741.21,Completed,2024-10-11
46820,3679,2023-10-11,24,2,599.92,1199.84,Pending,
46821,4039,2023-04-09,398,10,82.79,827.90,Completed,2023-04-10
46822,6659,2023-09-25,87,10,198.17,1981.70,Completed,2023-09-26
46823,231,2023-02-15,404,8,325.33,2602.64,Pending,
46824,7405,2024-02-10,372,9,643.39,5790.51,Completed,2024-02-13
46825,9729,2024-07-12,175,6,259.86,1559.16,Completed,2024-07-17
46826,8669,2023-06-20,197,4,853.24,3412.96,Completed,2023-06-27
46827,2759,2023-05-06,419,2,355.31,710.62,Cancelled,
46828,6808,2023-04-22,259,4,512.33,2049.32,Pending,
46829,7722,2023-10-27,153,10,406.69,4066.90,Completed,2023-10-30
46830,1018,2023-06-21,373,3,911.60,2734.80,Pending,
46831,6227,2024-08-26,465,3,825.12,2475.36,Completed,2024-08-31
46832,1987,2023-05-11,159,7,90.37,632.59,Completed,2023-05-13
46833,6986,2023-12-08,391,5,503.27,2516.35,Pending,
46834,1021,2024-05-13,20,2,543.58,1087.16,Completed,2024-05-16
46835,9232,2024-08-14,60,5,19.21,96.05,Completed,2024-08-16
46836,2987,2023-08-07,52,10,957.73,9577.30,Pending,
46837,6443,2024-08-26,239,9,790.75,7116.75,Completed,2024-09-02
46838,1852,2023-10-25,181,6,23.53,141.18,Pending,
46839,2514,2024-10-06,146,3,322.38,967.14,Completed,2024-10-11
46840,5781,2024-03-31,455,5,563.20,2816.00,Cancelled,
46841,6245,2023-12-25,391,10,503.27,5032.70,Completed,2023-12-29
46842,6257,2024-09-04,269,3,279.37,838.11,Completed,2024-09-09
46843,4257,2023-01-21,389,9,945.92,8513.28,Completed,2023-01-24
46844,1506,2024-06-25,137,1,574.14,574.14,Completed,2024-06-29
46845,8033,2024-08-19,245,4,229.32,917.28,Completed,2024-08-20
46846,500,2024-08-23,466,2,196.59,393.18,Pending,
46847,7877,2023-12-16,296,5,509.49,2547.45,Completed,2023-12-18
